骰子組合,基礎點數總和,發動牌型,發動牌型總和倍率,最終傷害
11123467,25,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 圓周率(x7),189,4725
11123468,26,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 圓周率(x7),189,4914
11123477,26,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,702
11123478,27,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 二進位(x3),81,2187
11123488,28,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 二進位(x3),81,2268
11123555,23,三同(x3) + 三連順(x2) + 雙三同(x11),66,1518
11123556,24,三同(x3) + 三連順(x2) + 南瓜(x2),12,288
11123557,25,三同(x3) + 三連順(x2) + 南瓜(x2) + 質數(x3),36,900
11123558,26,三同(x3) + 三連順(x2) + 南瓜(x2) + 斐波那契數列(x10),120,3120
11123566,25,三同(x3) + 三連順(x2) + 南瓜(x2),12,300
11123567,26,三同(x3) + 三連順(x2) + 平胡(x10) + 質數(x3),180,4680
11123568,27,三同(x3) + 三連順(x2) + 斐波那契數列(x10),60,1620
11123577,27,三同(x3) + 三連順(x2) + 南瓜(x2) + 質數(x3),36,972
11123578,28,三同(x3) + 三連順(x2) + 斐波那契數列(x10),60,1680
11123588,29,三同(x3) + 三連順(x2) + 南瓜(x2) + 斐波那契數列(x10),120,3480
11123666,26,三同(x3) + 三連順(x2) + 雙三同(x11),66,1716
11123667,27,三同(x3) + 三連順(x2) + 南瓜(x2),12,324
11123668,28,三同(x3) + 三連順(x2) + 南瓜(x2),12,336
11123677,28,三同(x3) + 三連順(x2) + 南瓜(x2),12,336
11123678,29,三同(x3) + 三連順(x2) + 平胡(x10),60,1740
11123688,30,三同(x3) + 三連順(x2) + 南瓜(x2),12,360
11123777,29,三同(x3) + 三連順(x2) + 雙三同(x11),66,1914
11123778,30,三同(x3) + 三連順(x2) + 南瓜(x2),12,360
11123788,31,三同(x3) + 三連順(x2) + 南瓜(x2),12,372
11123888,32,三同(x3) + 三連順(x2) + 雙三同(x11),66,2112
11124444,21,四同(x5) + 白馬(x14),70,1470
11124445,22,三同(x3) + 雙三同(x11),33,726
11124446,23,三同(x3) + 雙三同(x11),33,759
11124447,24,三同(x3) + 雙三同(x11),33,792
11124448,25,三同(x3) + 雙三同(x11) + 二進位(x3),99,2475
11124455,23,三同(x3) + 三對子(x3),9,207
11124456,24,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,432
11124457,25,三同(x3) + 南瓜(x2),6,150
11124458,26,三同(x3) + 南瓜(x2) + 二進位(x3),18,468
11124466,25,三同(x3) + 三對子(x3),9,225
11124467,26,三同(x3) + 南瓜(x2),6,156
11124468,27,三同(x3) + 南瓜(x2) + 二進位(x3),18,486
11124477,27,三同(x3) + 三對子(x3),9,243
11124478,28,三同(x3) + 南瓜(x2) + 二進位(x3),18,504
11124488,29,三同(x3) + 三對子(x3) + 二進位(x3),27,783
11124555,24,三同(x3) + 雙三同(x11),33,792
11124556,25,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,450
11124557,26,三同(x3) + 南瓜(x2),6,156
11124558,27,三同(x3) + 南瓜(x2) + 二進位(x3),18,486
11124566,26,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,468
11124567,27,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,729
11124568,28,三同(x3) + 三連順(x2) + 順碰交響曲(x3) + 二進位(x3),54,1512
11124577,28,三同(x3) + 南瓜(x2),6,168
11124578,29,三同(x3) + 二進位(x3),9,261
11124588,30,三同(x3) + 南瓜(x2) + 二進位(x3),18,540
11124666,27,三同(x3) + 雙三同(x11),33,891
11124667,28,三同(x3) + 南瓜(x2),6,168
11124668,29,三同(x3) + 南瓜(x2) + 二進位(x3),18,522
11124677,29,三同(x3) + 南瓜(x2),6,174
11124678,30,三同(x3) + 三連順(x2) + 順碰交響曲(x3) + 二進位(x3),54,1620
11124688,31,三同(x3) + 南瓜(x2) + 二進位(x3),18,558
11124777,30,三同(x3) + 雙三同(x11),33,990
11124778,31,三同(x3) + 南瓜(x2) + 二進位(x3),18,558
11124788,32,三同(x3) + 南瓜(x2) + 二進位(x3),18,576
11124888,33,三同(x3) + 雙三同(x11) + 二進位(x3),99,3267
11125555,25,四同(x5) + 白馬(x14),70,1750
11125556,26,三同(x3) + 雙三同(x11),33,858
11125557,27,三同(x3) + 雙三同(x11),33,891
11125558,28,三同(x3) + 雙三同(x11),33,924
11125566,27,三同(x3) + 三對子(x3),9,243
11125567,28,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,504
11125568,29,三同(x3) + 南瓜(x2),6,174
11125577,29,三同(x3) + 三對子(x3),9,261
11125578,30,三同(x3) + 南瓜(x2),6,180
11125588,31,三同(x3) + 三對子(x3),9,279
11125666,28,三同(x3) + 雙三同(x11),33,924
11125667,29,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,522
11125668,30,三同(x3) + 南瓜(x2),6,180
11125677,30,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,540
11125678,31,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,837
11125688,32,三同(x3) + 南瓜(x2),6,192
11125777,31,三同(x3) + 雙三同(x11),33,1023
11125778,32,三同(x3) + 南瓜(x2),6,192
11125788,33,三同(x3) + 南瓜(x2),6,198
11125888,34,三同(x3) + 雙三同(x11),33,1122
11126666,29,四同(x5) + 白馬(x14),70,2030
11126667,30,三同(x3) + 雙三同(x11),33,990
11126668,31,三同(x3) + 雙三同(x11),33,1023
11126677,31,三同(x3) + 三對子(x3),9,279
11126678,32,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,576
11126688,33,三同(x3) + 三對子(x3),9,297
11126777,32,三同(x3) + 雙三同(x11),33,1056
11126778,33,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,594
11126788,34,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,612
11126888,35,三同(x3) + 雙三同(x11),33,1155
11127777,33,四同(x5) + 白馬(x14),70,2310
11127778,34,三同(x3) + 雙三同(x11),33,1122
11127788,35,三同(x3) + 三對子(x3),9,315
11127888,36,三同(x3) + 雙三同(x11),33,1188
11128888,37,四同(x5) + 白馬(x14),70,2590
11133333,18,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,103680
11133334,19,四同(x5) + 白馬(x14),70,1330
11133335,20,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,16800
11133336,21,四同(x5) + 白馬(x14),70,1470
11133337,22,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,18480
11133338,23,四同(x5) + 白馬(x14),70,1610
11133344,20,三同(x3) + 碰碰胡(x14),42,840
11133345,21,三同(x3) + 三連順(x2) + 雙三同(x11),66,1386
11133346,22,三同(x3) + 雙三同(x11) + 圓周率(x7),231,5082
11133347,23,三同(x3) + 雙三同(x11),33,759
11133348,24,三同(x3) + 雙三同(x11),33,792
11133355,22,三同(x3) + 碰碰胡(x14) + 絕對秩序(x12),504,11088
11133356,23,三同(x3) + 雙三同(x11),33,759
11133357,24,三同(x3) + 雙三同(x11) + 絕對秩序(x12),396,9504
11133358,25,三同(x3) + 雙三同(x11),33,825
11133366,24,三同(x3) + 碰碰胡(x14),42,1008
11133367,25,三同(x3) + 雙三同(x11),33,825
11133368,26,三同(x3) + 雙三同(x11),33,858
11133377,26,三同(x3) + 碰碰胡(x14) + 絕對秩序(x12),504,13104
11133378,27,三同(x3) + 雙三同(x11),33,891
11133388,28,三同(x3) + 碰碰胡(x14),42,1176
11133444,21,三同(x3) + 碰碰胡(x14),42,882
11133445,22,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,396
11133446,23,三同(x3) + 三對子(x3) + 圓周率(x7),63,1449
11133447,24,三同(x3) + 三對子(x3),9,216
11133448,25,三同(x3) + 三對子(x3),9,225
11133455,23,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,414
11133456,24,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 圓周率(x7),189,4536
11133457,25,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,450
11133458,26,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,468
11133466,25,三同(x3) + 三對子(x3) + 圓周率(x7),63,1575
11133467,26,三同(x3) + 南瓜(x2) + 圓周率(x7),42,1092
11133468,27,三同(x3) + 南瓜(x2) + 圓周率(x7),42,1134
11133477,27,三同(x3) + 三對子(x3),9,243
11133478,28,三同(x3) + 南瓜(x2),6,168
11133488,29,三同(x3) + 三對子(x3),9,261
11133555,24,三同(x3) + 碰碰胡(x14) + 絕對秩序(x12),504,12096
11133556,25,三同(x3) + 三對子(x3),9,225
11133557,26,三同(x3) + 三對子(x3) + 絕對秩序(x12),108,2808
11133558,27,三同(x3) + 三對子(x3),9,243
11133566,26,三同(x3) + 三對子(x3),9,234
11133567,27,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,486
11133568,28,三同(x3) + 南瓜(x2),6,168
11133577,28,三同(x3) + 三對子(x3) + 絕對秩序(x12),108,3024
11133578,29,三同(x3) + 南瓜(x2),6,174
11133588,30,三同(x3) + 三對子(x3),9,270
11133666,27,三同(x3) + 碰碰胡(x14),42,1134
11133667,28,三同(x3) + 三對子(x3),9,252
11133668,29,三同(x3) + 三對子(x3),9,261
11133677,29,三同(x3) + 三對子(x3),9,261
11133678,30,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,540
11133688,31,三同(x3) + 三對子(x3),9,279
11133777,30,三同(x3) + 碰碰胡(x14) + 絕對秩序(x12),504,15120
11133778,31,三同(x3) + 三對子(x3),9,279
11133788,32,三同(x3) + 三對子(x3),9,288
11133888,33,三同(x3) + 碰碰胡(x14),42,1386
11134444,22,四同(x5) + 白馬(x14),70,1540
11134445,23,三同(x3) + 三連順(x2) + 雙三同(x11),66,1518
11134446,24,三同(x3) + 雙三同(x11) + 圓周率(x7),231,5544
11134447,25,三同(x3) + 雙三同(x11),33,825
11134448,26,三同(x3) + 雙三同(x11),33,858
11134455,24,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,432
11134456,25,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 圓周率(x7),189,4725
11134457,26,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,468
11134458,27,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,486
11134466,26,三同(x3) + 三對子(x3) + 圓周率(x7),63,1638
11134467,27,三同(x3) + 南瓜(x2) + 圓周率(x7),42,1134
11134468,28,三同(x3) + 南瓜(x2) + 圓周率(x7),42,1176
11134477,28,三同(x3) + 三對子(x3),9,252
11134478,29,三同(x3) + 南瓜(x2),6,174
11134488,30,三同(x3) + 三對子(x3),9,270
11134555,25,三同(x3) + 三連順(x2) + 雙三同(x11),66,1650
11134556,26,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 圓周率(x7),189,4914
11134557,27,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,486
11134558,28,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,504
11134566,27,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 圓周率(x7),189,5103
11134567,28,三同(x3) + 五連順(x4) + 順碰交響曲(x3) + 圓周率(x7),252,7056
11134568,29,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 圓周率(x7),189,5481
11134577,29,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,522
11134578,30,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,540
11134588,31,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,558
11134666,28,三同(x3) + 雙三同(x11) + 圓周率(x7),231,6468
11134667,29,三同(x3) + 南瓜(x2) + 圓周率(x7),42,1218
11134668,30,三同(x3) + 南瓜(x2) + 圓周率(x7),42,1260
11134677,30,三同(x3) + 南瓜(x2) + 圓周率(x7),42,1260
11134678,31,三同(x3) + 三連順(x2) + 順碰交響曲(x3) + 圓周率(x7),126,3906
11134688,32,三同(x3) + 南瓜(x2) + 圓周率(x7),42,1344
11134777,31,三同(x3) + 雙三同(x11),33,1023
11134778,32,三同(x3) + 南瓜(x2),6,192
11134788,33,三同(x3) + 南瓜(x2),6,198
11134888,34,三同(x3) + 雙三同(x11),33,1122
11135555,26,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,21840
11135556,27,三同(x3) + 雙三同(x11),33,891
11135557,28,三同(x3) + 雙三同(x11) + 絕對秩序(x12),396,11088
11135558,29,三同(x3) + 雙三同(x11),33,957
11135566,28,三同(x3) + 三對子(x3),9,252
11135567,29,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,522
11135568,30,三同(x3) + 南瓜(x2),6,180
11135577,30,三同(x3) + 三對子(x3) + 絕對秩序(x12),108,3240
11135578,31,三同(x3) + 南瓜(x2),6,186
11135588,32,三同(x3) + 三對子(x3),9,288
11135666,29,三同(x3) + 雙三同(x11),33,957
11135667,30,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,540
11135668,31,三同(x3) + 南瓜(x2),6,186
11135677,31,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,558
11135678,32,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,864
11135688,33,三同(x3) + 南瓜(x2),6,198
11135777,32,三同(x3) + 雙三同(x11) + 絕對秩序(x12),396,12672
11135778,33,三同(x3) + 南瓜(x2),6,198
11135788,34,三同(x3) + 南瓜(x2),6,204
11135888,35,三同(x3) + 雙三同(x11),33,1155
11136666,30,四同(x5) + 白馬(x14),70,2100
11136667,31,三同(x3) + 雙三同(x11),33,1023
11136668,32,三同(x3) + 雙三同(x11),33,1056
11136677,32,三同(x3) + 三對子(x3),9,288
11136678,33,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,594
11136688,34,三同(x3) + 三對子(x3),9,306
11136777,33,三同(x3) + 雙三同(x11),33,1089
11136778,34,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,612
11136788,35,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,630
11136888,36,三同(x3) + 雙三同(x11),33,1188
11137777,34,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,28560
11137778,35,三同(x3) + 雙三同(x11),33,1155
11137788,36,三同(x3) + 三對子(x3),9,324
11137888,37,三同(x3) + 雙三同(x11),33,1221
11138888,38,四同(x5) + 白馬(x14),70,2660
11144444,23,五同(x12) + 南瓜馬車(x40),480,11040
11144445,24,四同(x5) + 白馬(x14),70,1680
11144446,25,四同(x5) + 白馬(x14),70,1750
11144447,26,四同(x5) + 白馬(x14),70,1820
11144448,27,四同(x5) + 白馬(x14),70,1890
11144455,25,三同(x3) + 碰碰胡(x14),42,1050
11144456,26,三同(x3) + 三連順(x2) + 雙三同(x11),66,1716
11144457,27,三同(x3) + 雙三同(x11),33,891
11144458,28,三同(x3) + 雙三同(x11),33,924
11144466,27,三同(x3) + 碰碰胡(x14),42,1134
11144467,28,三同(x3) + 雙三同(x11),33,924
11144468,29,三同(x3) + 雙三同(x11),33,957
11144477,29,三同(x3) + 碰碰胡(x14),42,1218
11144478,30,三同(x3) + 雙三同(x11),33,990
11144488,31,三同(x3) + 碰碰胡(x14),42,1302
11144555,26,三同(x3) + 碰碰胡(x14),42,1092
11144556,27,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,486
11144557,28,三同(x3) + 三對子(x3),9,252
11144558,29,三同(x3) + 三對子(x3),9,261
11144566,28,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,504
11144567,29,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,783
11144568,30,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,540
11144577,30,三同(x3) + 三對子(x3),9,270
11144578,31,三同(x3) + 南瓜(x2),6,186
11144588,32,三同(x3) + 三對子(x3),9,288
11144666,29,三同(x3) + 碰碰胡(x14),42,1218
11144667,30,三同(x3) + 三對子(x3),9,270
11144668,31,三同(x3) + 三對子(x3),9,279
11144677,31,三同(x3) + 三對子(x3),9,279
11144678,32,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,576
11144688,33,三同(x3) + 三對子(x3),9,297
11144777,32,三同(x3) + 碰碰胡(x14),42,1344
11144778,33,三同(x3) + 三對子(x3),9,297
11144788,34,三同(x3) + 三對子(x3),9,306
11144888,35,三同(x3) + 碰碰胡(x14),42,1470
11145555,27,四同(x5) + 白馬(x14),70,1890
11145556,28,三同(x3) + 三連順(x2) + 雙三同(x11),66,1848
11145557,29,三同(x3) + 雙三同(x11),33,957
11145558,30,三同(x3) + 雙三同(x11),33,990
11145566,29,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,522
11145567,30,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,810
11145568,31,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,558
11145577,31,三同(x3) + 三對子(x3),9,279
11145578,32,三同(x3) + 南瓜(x2),6,192
11145588,33,三同(x3) + 三對子(x3),9,297
11145666,30,三同(x3) + 三連順(x2) + 雙三同(x11),66,1980
11145667,31,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,837
11145668,32,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,576
11145677,32,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,864
11145678,33,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1188
11145688,34,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,612
11145777,33,三同(x3) + 雙三同(x11),33,1089
11145778,34,三同(x3) + 南瓜(x2),6,204
11145788,35,三同(x3) + 南瓜(x2),6,210
11145888,36,三同(x3) + 雙三同(x11),33,1188
11146666,31,四同(x5) + 白馬(x14),70,2170
11146667,32,三同(x3) + 雙三同(x11),33,1056
11146668,33,三同(x3) + 雙三同(x11),33,1089
11146677,33,三同(x3) + 三對子(x3),9,297
11146678,34,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,612
11146688,35,三同(x3) + 三對子(x3),9,315
11146777,34,三同(x3) + 雙三同(x11),33,1122
11146778,35,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,630
11146788,36,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,648
11146888,37,三同(x3) + 雙三同(x11),33,1221
11147777,35,四同(x5) + 白馬(x14),70,2450
11147778,36,三同(x3) + 雙三同(x11),33,1188
11147788,37,三同(x3) + 三對子(x3),9,333
11147888,38,三同(x3) + 雙三同(x11),33,1254
11148888,39,四同(x5) + 白馬(x14),70,2730
11155555,28,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,161280
11155556,29,四同(x5) + 白馬(x14),70,2030
11155557,30,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,25200
11155558,31,四同(x5) + 白馬(x14),70,2170
11155566,30,三同(x3) + 碰碰胡(x14),42,1260
11155567,31,三同(x3) + 三連順(x2) + 雙三同(x11),66,2046
11155568,32,三同(x3) + 雙三同(x11),33,1056
11155577,32,三同(x3) + 碰碰胡(x14) + 絕對秩序(x12),504,16128
11155578,33,三同(x3) + 雙三同(x11),33,1089
11155588,34,三同(x3) + 碰碰胡(x14),42,1428
11155666,31,三同(x3) + 碰碰胡(x14),42,1302
11155667,32,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,576
11155668,33,三同(x3) + 三對子(x3),9,297
11155677,33,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,594
11155678,34,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,918
11155688,35,三同(x3) + 三對子(x3),9,315
11155777,34,三同(x3) + 碰碰胡(x14) + 絕對秩序(x12),504,17136
11155778,35,三同(x3) + 三對子(x3),9,315
11155788,36,三同(x3) + 三對子(x3),9,324
11155888,37,三同(x3) + 碰碰胡(x14),42,1554
11156666,32,四同(x5) + 白馬(x14),70,2240
11156667,33,三同(x3) + 三連順(x2) + 雙三同(x11),66,2178
11156668,34,三同(x3) + 雙三同(x11),33,1122
11156677,34,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,612
11156678,35,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,945
11156688,36,三同(x3) + 三對子(x3),9,324
11156777,35,三同(x3) + 三連順(x2) + 雙三同(x11),66,2310
11156778,36,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,972
11156788,37,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,999
11156888,38,三同(x3) + 雙三同(x11),33,1254
11157777,36,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,30240
11157778,37,三同(x3) + 雙三同(x11),33,1221
11157788,38,三同(x3) + 三對子(x3),9,342
11157888,39,三同(x3) + 雙三同(x11),33,1287
11158888,40,四同(x5) + 白馬(x14),70,2800
11166666,33,五同(x12) + 南瓜馬車(x40),480,15840
11166667,34,四同(x5) + 白馬(x14),70,2380
11166668,35,四同(x5) + 白馬(x14),70,2450
11166677,35,三同(x3) + 碰碰胡(x14),42,1470
11166678,36,三同(x3) + 三連順(x2) + 雙三同(x11),66,2376
11166688,37,三同(x3) + 碰碰胡(x14),42,1554
11166777,36,三同(x3) + 碰碰胡(x14),42,1512
11166778,37,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,666
11166788,38,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,684
11166888,39,三同(x3) + 碰碰胡(x14),42,1638
11167777,37,四同(x5) + 白馬(x14),70,2590
11167778,38,三同(x3) + 三連順(x2) + 雙三同(x11),66,2508
11167788,39,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,702
11167888,40,三同(x3) + 三連順(x2) + 雙三同(x11),66,2640
11168888,41,四同(x5) + 白馬(x14),70,2870
11177777,38,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,218880
11177778,39,四同(x5) + 白馬(x14),70,2730
11177788,40,三同(x3) + 碰碰胡(x14),42,1680
11177888,41,三同(x3) + 碰碰胡(x14),42,1722
11178888,42,四同(x5) + 白馬(x14),70,2940
11188888,43,五同(x12) + 南瓜馬車(x40) + 兩極(x60),28800,1238400
11222222,14,六同(x25) + 豪華四對子(x20),500,7000
11222223,15,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,1080
11222224,16,五同(x12) + 三對子(x3),36,576
11222225,17,五同(x12) + 三對子(x3),36,612
11222226,18,五同(x12) + 三對子(x3),36,648
11222227,19,五同(x12) + 三對子(x3),36,684
11222228,20,五同(x12) + 三對子(x3),36,720
11222233,16,四同(x5) + 三連順(x2) + 豪華四對子(x20),200,3200
11222234,17,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,765
11222235,18,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,540
11222236,19,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,570
11222237,20,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,600
11222238,21,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,630
